sample_id,ref_kw,base_hits,trained_hits,cov_base,cov_trained,delta
sample_000384,22,8,6,0.36363636363636365,0.2727272727272727,-0.09090909090909094
sample_000385,36,20,19,0.5555555555555556,0.5277777777777778,-0.02777777777777779
sample_000386,55,20,28,0.36363636363636365,0.509090909090909,0.1454545454545454
sample_000387,35,18,17,0.5142857142857142,0.4857142857142857,-0.028571428571428525
sample_000388,31,3,12,0.0967741935483871,0.3870967741935484,0.29032258064516125
sample_000389,11,1,1,0.09090909090909091,0.09090909090909091,0.0
sample_000390,65,32,41,0.49230769230769234,0.6307692307692307,0.1384615384615384
sample_000391,11,0,0,0.0,0.0,0.0
sample_000392,15,1,2,0.06666666666666667,0.13333333333333333,0.06666666666666667
sample_000393,23,6,9,0.2608695652173913,0.391304347826087,0.13043478260869568
sample_000394,28,9,10,0.32142857142857145,0.35714285714285715,0.0357142857142857
sample_000395,15,1,1,0.06666666666666667,0.06666666666666667,0.0
sample_000396,39,14,16,0.358974358974359,0.41025641025641024,0.051282051282051266
sample_000397,13,0,1,0.0,0.07692307692307693,0.07692307692307693
sample_000398,38,14,19,0.3684210526315789,0.5,0.13157894736842107
sample_000399,35,9,18,0.2571428571428571,0.5142857142857142,0.2571428571428571
sample_000400,70,2,28,0.02857142857142857,0.4,0.37142857142857144
sample_000401,11,0,1,0.0,0.09090909090909091,0.09090909090909091
sample_000402,52,16,34,0.3076923076923077,0.6538461538461539,0.34615384615384615
sample_000403,31,6,6,0.1935483870967742,0.1935483870967742,0.0
sample_000404,29,12,10,0.41379310344827586,0.3448275862068966,-0.06896551724137928
sample_000405,11,1,1,0.09090909090909091,0.09090909090909091,0.0
sample_000406,17,1,1,0.058823529411764705,0.058823529411764705,0.0
sample_000407,33,2,7,0.06060606060606061,0.21212121212121213,0.15151515151515152
sample_000408,29,12,11,0.41379310344827586,0.3793103448275862,-0.03448275862068967
sample_000409,56,0,34,0.0,0.6071428571428571,0.6071428571428571
sample_000410,23,4,4,0.17391304347826086,0.17391304347826086,0.0
sample_000411,51,20,17,0.39215686274509803,0.3333333333333333,-0.05882352941176472
sample_000412,41,15,19,0.36585365853658536,0.4634146341463415,0.09756097560975613
sample_000413,37,20,21,0.5405405405405406,0.5675675675675675,0.027027027027026973
sample_000414,34,15,7,0.4411764705882353,0.20588235294117646,-0.23529411764705882
sample_000415,33,13,19,0.3939393939393939,0.5757575757575758,0.18181818181818188
sample_000416,39,1,12,0.02564102564102564,0.3076923076923077,0.28205128205128205
sample_000417,40,21,21,0.525,0.525,0.0
sample_000418,57,25,12,0.43859649122807015,0.21052631578947367,-0.22807017543859648
sample_000419,33,9,11,0.2727272727272727,0.3333333333333333,0.06060606060606061
sample_000420,11,0,1,0.0,0.09090909090909091,0.09090909090909091
sample_000421,19,3,4,0.15789473684210525,0.21052631578947367,0.05263157894736842
sample_000422,45,17,15,0.37777777777777777,0.3333333333333333,-0.04444444444444445
sample_000423,61,31,29,0.5081967213114754,0.47540983606557374,-0.032786885245901676
sample_000424,41,13,1,0.3170731707317073,0.024390243902439025,-0.2926829268292683
sample_000425,47,25,19,0.5319148936170213,0.40425531914893614,-0.12765957446808512
sample_000426,43,18,25,0.4186046511627907,0.5813953488372093,0.16279069767441862
sample_000427,23,5,10,0.21739130434782608,0.43478260869565216,0.21739130434782608
sample_000428,27,5,9,0.18518518518518517,0.3333333333333333,0.14814814814814814
sample_000429,62,34,22,0.5483870967741935,0.3548387096774194,-0.19354838709677413
sample_000430,39,20,20,0.5128205128205128,0.5128205128205128,0.0
sample_000431,37,2,15,0.05405405405405406,0.40540540540540543,0.35135135135135137
sample_000432,33,17,15,0.5151515151515151,0.45454545454545453,-0.06060606060606061
sample_000433,48,28,19,0.5833333333333334,0.3958333333333333,-0.18750000000000006
sample_000434,70,46,35,0.6571428571428571,0.5,-0.15714285714285714
sample_000435,54,17,20,0.3148148148148148,0.37037037037037035,0.055555555555555525
sample_000436,13,1,1,0.07692307692307693,0.07692307692307693,0.0
sample_000437,13,0,1,0.0,0.07692307692307693,0.07692307692307693
sample_000438,26,0,10,0.0,0.38461538461538464,0.38461538461538464
sample_000439,27,13,14,0.48148148148148145,0.5185185185185185,0.037037037037037035
sample_000440,54,27,27,0.5,0.5,0.0
sample_000441,31,14,6,0.45161290322580644,0.1935483870967742,-0.25806451612903225
sample_000442,15,1,2,0.06666666666666667,0.13333333333333333,0.06666666666666667
sample_000443,11,0,0,0.0,0.0,0.0
sample_000444,47,13,21,0.2765957446808511,0.44680851063829785,0.17021276595744678
sample_000445,26,8,10,0.3076923076923077,0.38461538461538464,0.07692307692307693
sample_000446,68,31,46,0.45588235294117646,0.6764705882352942,0.2205882352941177
sample_000447,28,8,4,0.2857142857142857,0.14285714285714285,-0.14285714285714285
sample_000448,34,18,20,0.5294117647058824,0.5882352941176471,0.05882352941176472
sample_000449,60,29,27,0.48333333333333334,0.45,-0.033333333333333326
sample_000450,41,26,22,0.6341463414634146,0.5365853658536586,-0.09756097560975607
sample_000451,17,4,9,0.23529411764705882,0.5294117647058824,0.29411764705882354
sample_000452,17,1,1,0.058823529411764705,0.058823529411764705,0.0
sample_000453,38,13,15,0.34210526315789475,0.39473684210526316,0.05263157894736842
sample_000454,49,1,27,0.02040816326530612,0.5510204081632653,0.5306122448979591
sample_000455,49,22,8,0.4489795918367347,0.16326530612244897,-0.2857142857142857
sample_000456,17,0,1,0.0,0.058823529411764705,0.058823529411764705
sample_000457,54,38,33,0.7037037037037037,0.6111111111111112,-0.09259259259259256
sample_000458,23,10,6,0.43478260869565216,0.2608695652173913,-0.17391304347826086
sample_000459,41,18,22,0.43902439024390244,0.5365853658536586,0.09756097560975613
sample_000460,19,0,3,0.0,0.15789473684210525,0.15789473684210525
sample_000461,47,17,29,0.3617021276595745,0.6170212765957447,0.2553191489361702
sample_000462,13,0,0,0.0,0.0,0.0
sample_000463,61,36,37,0.5901639344262295,0.6065573770491803,0.016393442622950838
sample_000464,52,24,23,0.46153846153846156,0.4423076923076923,-0.019230769230769273
sample_000465,40,6,22,0.15,0.55,0.4
sample_000466,40,17,18,0.425,0.45,0.025000000000000022
sample_000467,40,27,28,0.675,0.7,0.02499999999999991
sample_000468,19,7,5,0.3684210526315789,0.2631578947368421,-0.10526315789473684
sample_000469,13,1,2,0.07692307692307693,0.15384615384615385,0.07692307692307693
sample_000470,44,18,9,0.4090909090909091,0.20454545454545456,-0.20454545454545456
sample_000471,32,5,13,0.15625,0.40625,0.25
sample_000472,52,17,27,0.3269230769230769,0.5192307692307693,0.19230769230769235
sample_000473,42,13,22,0.30952380952380953,0.5238095238095238,0.2142857142857143
sample_000474,47,1,23,0.02127659574468085,0.48936170212765956,0.46808510638297873
sample_000475,25,4,11,0.16,0.44,0.28
sample_000476,22,10,11,0.45454545454545453,0.5,0.04545454545454547
sample_000477,31,14,14,0.45161290322580644,0.45161290322580644,0.0
sample_000478,32,15,17,0.46875,0.53125,0.0625
sample_000479,36,9,15,0.25,0.4166666666666667,0.16666666666666669
sample_000480,41,16,20,0.3902439024390244,0.4878048780487805,0.09756097560975607
sample_000481,15,1,2,0.06666666666666667,0.13333333333333333,0.06666666666666667
sample_000482,24,1,8,0.041666666666666664,0.3333333333333333,0.29166666666666663
sample_000483,11,1,1,0.09090909090909091,0.09090909090909091,0.0
sample_000484,15,1,1,0.06666666666666667,0.06666666666666667,0.0
sample_000485,15,1,0,0.06666666666666667,0.0,-0.06666666666666667
sample_000486,55,31,34,0.5636363636363636,0.6181818181818182,0.054545454545454564
sample_000487,24,5,10,0.20833333333333334,0.4166666666666667,0.20833333333333334
sample_000488,30,10,10,0.3333333333333333,0.3333333333333333,0.0
sample_000489,19,2,5,0.10526315789473684,0.2631578947368421,0.15789473684210525
sample_000490,43,20,19,0.46511627906976744,0.4418604651162791,-0.023255813953488358
sample_000491,46,20,26,0.43478260869565216,0.5652173913043478,0.13043478260869562
sample_000492,51,12,10,0.23529411764705882,0.19607843137254902,-0.0392156862745098
sample_000493,19,1,4,0.05263157894736842,0.21052631578947367,0.15789473684210525
sample_000494,37,3,14,0.08108108108108109,0.3783783783783784,0.2972972972972973
sample_000495,57,26,33,0.45614035087719296,0.5789473684210527,0.1228070175438597
sample_000496,24,3,7,0.125,0.2916666666666667,0.16666666666666669
sample_000497,69,19,38,0.2753623188405797,0.5507246376811594,0.2753623188405797
sample_000498,11,0,1,0.0,0.09090909090909091,0.09090909090909091
sample_000499,33,6,16,0.18181818181818182,0.48484848484848486,0.30303030303030304
sample_000500,11,0,2,0.0,0.18181818181818182,0.18181818181818182
sample_000501,41,2,16,0.04878048780487805,0.3902439024390244,0.34146341463414637
sample_000502,33,10,12,0.30303030303030304,0.36363636363636365,0.06060606060606061
sample_000503,38,10,15,0.2631578947368421,0.39473684210526316,0.13157894736842107
sample_000504,47,30,24,0.6382978723404256,0.5106382978723404,-0.12765957446808518
sample_000505,11,0,0,0.0,0.0,0.0
sample_000506,43,20,26,0.46511627906976744,0.6046511627906976,0.1395348837209302
sample_000507,62,32,29,0.5161290322580645,0.46774193548387094,-0.04838709677419356
sample_000508,17,1,1,0.058823529411764705,0.058823529411764705,0.0
sample_000509,26,1,11,0.038461538461538464,0.4230769230769231,0.3846153846153846
sample_000510,55,36,23,0.6545454545454545,0.41818181818181815,-0.2363636363636364
sample_000511,15,1,1,0.06666666666666667,0.06666666666666667,0.0
sample_000512,20,1,5,0.05,0.25,0.2
sample_000513,15,1,2,0.06666666666666667,0.13333333333333333,0.06666666666666667
sample_000514,28,10,10,0.35714285714285715,0.35714285714285715,0.0
sample_000515,48,26,28,0.5416666666666666,0.5833333333333334,0.04166666666666674
sample_000516,31,9,15,0.2903225806451613,0.4838709677419355,0.1935483870967742
sample_000517,48,20,21,0.4166666666666667,0.4375,0.020833333333333315
sample_000518,50,16,11,0.32,0.22,-0.1
sample_000519,27,12,4,0.4444444444444444,0.14814814814814814,-0.2962962962962963
sample_000520,16,2,1,0.125,0.0625,-0.0625
sample_000521,21,5,2,0.23809523809523808,0.09523809523809523,-0.14285714285714285
sample_000522,15,3,5,0.2,0.3333333333333333,0.1333333333333333
sample_000523,18,2,3,0.1111111111111111,0.16666666666666666,0.05555555555555555
sample_000524,13,0,0,0.0,0.0,0.0
sample_000525,31,11,12,0.3548387096774194,0.3870967741935484,0.032258064516129004
sample_000526,36,16,23,0.4444444444444444,0.6388888888888888,0.19444444444444442
sample_000527,43,22,25,0.5116279069767442,0.5813953488372093,0.06976744186046513
sample_000528,19,7,7,0.3684210526315789,0.3684210526315789,0.0
sample_000529,33,9,14,0.2727272727272727,0.42424242424242425,0.15151515151515155
sample_000530,13,0,0,0.0,0.0,0.0
sample_000531,66,53,30,0.803030303030303,0.45454545454545453,-0.34848484848484845
sample_000532,26,13,12,0.5,0.46153846153846156,-0.038461538461538436
sample_000533,14,1,2,0.07142857142857142,0.14285714285714285,0.07142857142857142
sample_000534,59,28,37,0.4745762711864407,0.6271186440677966,0.15254237288135591
sample_000535,17,1,1,0.058823529411764705,0.058823529411764705,0.0
sample_000536,11,0,0,0.0,0.0,0.0
sample_000537,51,0,24,0.0,0.47058823529411764,0.47058823529411764
sample_000538,11,1,1,0.09090909090909091,0.09090909090909091,0.0
sample_000539,38,18,21,0.47368421052631576,0.5526315789473685,0.07894736842105271
sample_000540,28,12,13,0.42857142857142855,0.4642857142857143,0.035714285714285754
sample_000541,35,17,22,0.4857142857142857,0.6285714285714286,0.14285714285714285
sample_000542,27,10,8,0.37037037037037035,0.2962962962962963,-0.07407407407407407
sample_000543,43,25,26,0.5813953488372093,0.6046511627906976,0.023255813953488302
sample_000544,48,28,29,0.5833333333333334,0.6041666666666666,0.02083333333333326
sample_000545,37,18,18,0.4864864864864865,0.4864864864864865,0.0
sample_000546,50,26,29,0.52,0.58,0.05999999999999994
sample_000547,40,18,11,0.45,0.275,-0.175
sample_000548,35,15,17,0.42857142857142855,0.4857142857142857,0.05714285714285716
sample_000549,52,26,25,0.5,0.4807692307692308,-0.019230769230769218
sample_000550,58,2,36,0.034482758620689655,0.6206896551724138,0.5862068965517242
sample_000551,27,7,12,0.25925925925925924,0.4444444444444444,0.18518518518518517
sample_000552,54,30,33,0.5555555555555556,0.6111111111111112,0.05555555555555558
sample_000553,42,18,17,0.42857142857142855,0.40476190476190477,-0.02380952380952378
sample_000554,24,8,0,0.3333333333333333,0.0,-0.3333333333333333
sample_000555,22,5,6,0.22727272727272727,0.2727272727272727,0.04545454545454544
sample_000556,40,14,11,0.35,0.275,-0.07499999999999996
sample_000557,38,5,18,0.13157894736842105,0.47368421052631576,0.3421052631578947
sample_000558,49,29,30,0.5918367346938775,0.6122448979591837,0.020408163265306145
sample_000559,22,7,7,0.3181818181818182,0.3181818181818182,0.0
sample_000560,15,1,1,0.06666666666666667,0.06666666666666667,0.0
sample_000561,41,13,12,0.3170731707317073,0.2926829268292683,-0.024390243902439046
sample_000562,46,20,21,0.43478260869565216,0.45652173913043476,0.021739130434782594
sample_000563,47,26,39,0.5531914893617021,0.8297872340425532,0.276595744680851
sample_000564,24,8,13,0.3333333333333333,0.5416666666666666,0.20833333333333331
sample_000565,56,33,30,0.5892857142857143,0.5357142857142857,-0.0535714285714286
sample_000566,19,6,4,0.3157894736842105,0.21052631578947367,-0.10526315789473684
sample_000567,55,24,21,0.43636363636363634,0.38181818181818183,-0.05454545454545451
sample_000568,38,13,23,0.34210526315789475,0.6052631578947368,0.2631578947368421
sample_000569,45,15,26,0.3333333333333333,0.5777777777777777,0.2444444444444444
sample_000570,32,13,13,0.40625,0.40625,0.0
sample_000571,50,20,28,0.4,0.56,0.16000000000000003
sample_000572,22,5,2,0.22727272727272727,0.09090909090909091,-0.13636363636363635
sample_000573,41,23,24,0.5609756097560976,0.5853658536585366,0.024390243902438935
sample_000574,43,25,22,0.5813953488372093,0.5116279069767442,-0.06976744186046513
sample_000575,27,14,11,0.5185185185185185,0.4074074074074074,-0.1111111111111111
sample_000576,60,27,26,0.45,0.43333333333333335,-0.016666666666666663
sample_000577,32,8,11,0.25,0.34375,0.09375
sample_000578,46,2,23,0.043478260869565216,0.5,0.4565217391304348
sample_000579,46,17,23,0.3695652173913043,0.5,0.13043478260869568
sample_000580,34,12,17,0.35294117647058826,0.5,0.14705882352941174
sample_000581,17,1,1,0.058823529411764705,0.058823529411764705,0.0
sample_000582,54,29,25,0.5370370370370371,0.46296296296296297,-0.07407407407407413
sample_000583,13,3,3,0.23076923076923078,0.23076923076923078,0.0
sample_000584,29,10,11,0.3448275862068966,0.3793103448275862,0.03448275862068961
sample_000585,42,27,27,0.6428571428571429,0.6428571428571429,0.0
sample_000586,21,8,11,0.38095238095238093,0.5238095238095238,0.1428571428571429
sample_000587,36,17,14,0.4722222222222222,0.3888888888888889,-0.08333333333333331
sample_000588,13,2,1,0.15384615384615385,0.07692307692307693,-0.07692307692307693
sample_000589,27,10,9,0.37037037037037035,0.3333333333333333,-0.037037037037037035
sample_000590,29,16,17,0.5517241379310345,0.5862068965517241,0.03448275862068961
sample_000591,17,3,2,0.17647058823529413,0.11764705882352941,-0.05882352941176472
sample_000592,57,16,16,0.2807017543859649,0.2807017543859649,0.0
sample_000593,30,7,8,0.23333333333333334,0.26666666666666666,0.033333333333333326
sample_000594,24,8,5,0.3333333333333333,0.20833333333333334,-0.12499999999999997
sample_000595,13,2,1,0.15384615384615385,0.07692307692307693,-0.07692307692307693
sample_000596,11,0,0,0.0,0.0,0.0
sample_000597,44,15,24,0.3409090909090909,0.5454545454545454,0.20454545454545453
sample_000598,37,8,13,0.21621621621621623,0.35135135135135137,0.13513513513513514
sample_000599,30,13,5,0.43333333333333335,0.16666666666666666,-0.2666666666666667
sample_000600,67,42,41,0.6268656716417911,0.6119402985074627,-0.014925373134328401
sample_000601,11,1,2,0.09090909090909091,0.18181818181818182,0.09090909090909091
sample_000602,30,9,11,0.3,0.36666666666666664,0.06666666666666665
sample_000603,42,24,23,0.5714285714285714,0.5476190476190477,-0.023809523809523725
sample_000604,42,3,23,0.07142857142857142,0.5476190476190477,0.4761904761904763
sample_000605,18,7,3,0.3888888888888889,0.16666666666666666,-0.22222222222222224
sample_000606,42,16,11,0.38095238095238093,0.2619047619047619,-0.11904761904761901
sample_000607,45,7,20,0.15555555555555556,0.4444444444444444,0.28888888888888886
sample_000608,50,32,19,0.64,0.38,-0.26
sample_000609,13,1,1,0.07692307692307693,0.07692307692307693,0.0
sample_000610,11,0,0,0.0,0.0,0.0
sample_000611,66,20,29,0.30303030303030304,0.4393939393939394,0.13636363636363635
sample_000612,22,1,10,0.045454545454545456,0.45454545454545453,0.40909090909090906
sample_000613,62,24,29,0.3870967741935484,0.46774193548387094,0.08064516129032256
sample_000614,33,17,11,0.5151515151515151,0.3333333333333333,-0.18181818181818182
sample_000615,27,10,3,0.37037037037037035,0.1111111111111111,-0.25925925925925924
sample_000616,41,14,17,0.34146341463414637,0.4146341463414634,0.07317073170731703
sample_000617,11,3,3,0.2727272727272727,0.2727272727272727,0.0
sample_000618,46,13,27,0.2826086956521739,0.5869565217391305,0.3043478260869566
sample_000619,68,3,33,0.04411764705882353,0.4852941176470588,0.4411764705882353
sample_000620,23,5,9,0.21739130434782608,0.391304347826087,0.1739130434782609
sample_000621,54,27,23,0.5,0.42592592592592593,-0.07407407407407407
sample_000622,13,1,1,0.07692307692307693,0.07692307692307693,0.0
sample_000623,37,15,17,0.40540540540540543,0.4594594594594595,0.05405405405405406
sample_000624,23,1,4,0.043478260869565216,0.17391304347826086,0.13043478260869565
sample_000625,43,4,27,0.09302325581395349,0.627906976744186,0.5348837209302326
sample_000626,26,8,11,0.3076923076923077,0.4230769230769231,0.11538461538461536
sample_000627,44,18,18,0.4090909090909091,0.4090909090909091,0.0
sample_000628,20,4,3,0.2,0.15,-0.05000000000000002
sample_000629,53,24,20,0.4528301886792453,0.37735849056603776,-0.07547169811320753
sample_000630,37,14,22,0.3783783783783784,0.5945945945945946,0.21621621621621623
sample_000631,36,15,17,0.4166666666666667,0.4722222222222222,0.055555555555555525
sample_000632,61,26,30,0.4262295081967213,0.4918032786885246,0.0655737704918033
sample_000633,55,20,11,0.36363636363636365,0.2,-0.16363636363636364
sample_000634,75,12,36,0.16,0.48,0.31999999999999995
sample_000635,42,13,18,0.30952380952380953,0.42857142857142855,0.11904761904761901
sample_000636,32,13,17,0.40625,0.53125,0.125
sample_000637,50,20,21,0.4,0.42,0.019999999999999962
sample_000638,38,14,15,0.3684210526315789,0.39473684210526316,0.026315789473684237
sample_000639,33,12,14,0.36363636363636365,0.42424242424242425,0.06060606060606061
sample_000640,36,8,9,0.2222222222222222,0.25,0.02777777777777779
sample_000641,30,7,11,0.23333333333333334,0.36666666666666664,0.1333333333333333
sample_000642,53,25,30,0.4716981132075472,0.5660377358490566,0.09433962264150941
sample_000643,71,34,44,0.4788732394366197,0.6197183098591549,0.1408450704225352
sample_000644,55,23,25,0.41818181818181815,0.45454545454545453,0.036363636363636376
sample_000645,33,7,7,0.21212121212121213,0.21212121212121213,0.0
sample_000646,44,23,21,0.5227272727272727,0.4772727272727273,-0.045454545454545414
sample_000647,45,15,17,0.3333333333333333,0.37777777777777777,0.04444444444444445
sample_000648,24,7,5,0.2916666666666667,0.20833333333333334,-0.08333333333333334
sample_000649,35,16,16,0.45714285714285713,0.45714285714285713,0.0
sample_000650,28,1,6,0.03571428571428571,0.21428571428571427,0.17857142857142855
sample_000651,38,11,11,0.2894736842105263,0.2894736842105263,0.0
sample_000652,15,1,1,0.06666666666666667,0.06666666666666667,0.0
sample_000653,33,5,17,0.15151515151515152,0.5151515151515151,0.36363636363636365
sample_000654,38,16,21,0.42105263157894735,0.5526315789473685,0.13157894736842113
sample_000655,51,13,26,0.2549019607843137,0.5098039215686274,0.2549019607843137
sample_000656,50,20,19,0.4,0.38,-0.020000000000000018
sample_000657,21,9,7,0.42857142857142855,0.3333333333333333,-0.09523809523809523
sample_000658,26,10,13,0.38461538461538464,0.5,0.11538461538461536
sample_000659,21,8,7,0.38095238095238093,0.3333333333333333,-0.047619047619047616
sample_000660,55,20,25,0.36363636363636365,0.45454545454545453,0.09090909090909088
sample_000661,15,1,1,0.06666666666666667,0.06666666666666667,0.0
sample_000662,72,34,47,0.4722222222222222,0.6527777777777778,0.18055555555555558
sample_000663,48,19,20,0.3958333333333333,0.4166666666666667,0.02083333333333337
sample_000664,33,6,9,0.18181818181818182,0.2727272727272727,0.09090909090909088
sample_000665,11,0,1,0.0,0.09090909090909091,0.09090909090909091
sample_000666,32,17,17,0.53125,0.53125,0.0
sample_000667,17,5,3,0.29411764705882354,0.17647058823529413,-0.11764705882352941
sample_000668,20,4,3,0.2,0.15,-0.05000000000000002
sample_000669,18,6,3,0.3333333333333333,0.16666666666666666,-0.16666666666666666
sample_000670,45,12,17,0.26666666666666666,0.37777777777777777,0.1111111111111111
sample_000671,48,24,24,0.5,0.5,0.0
sample_000672,38,15,18,0.39473684210526316,0.47368421052631576,0.0789473684210526
sample_000673,27,12,9,0.4444444444444444,0.3333333333333333,-0.1111111111111111
sample_000674,44,25,24,0.5681818181818182,0.5454545454545454,-0.022727272727272818
sample_000675,15,2,1,0.13333333333333333,0.06666666666666667,-0.06666666666666667
sample_000676,16,1,1,0.0625,0.0625,0.0
sample_000677,35,17,17,0.4857142857142857,0.4857142857142857,0.0
sample_000678,24,8,11,0.3333333333333333,0.4583333333333333,0.125
sample_000679,47,22,18,0.46808510638297873,0.3829787234042553,-0.08510638297872342
sample_000680,28,6,9,0.21428571428571427,0.32142857142857145,0.10714285714285718
sample_000681,11,0,0,0.0,0.0,0.0
sample_000682,24,6,2,0.25,0.08333333333333333,-0.16666666666666669
sample_000683,34,21,13,0.6176470588235294,0.38235294117647056,-0.23529411764705888
sample_000684,25,9,14,0.36,0.56,0.20000000000000007
sample_000685,15,0,0,0.0,0.0,0.0
sample_000686,76,49,33,0.6447368421052632,0.4342105263157895,-0.21052631578947367
sample_000687,53,26,23,0.49056603773584906,0.4339622641509434,-0.05660377358490565
sample_000688,20,8,6,0.4,0.3,-0.10000000000000003
sample_000689,29,11,13,0.3793103448275862,0.4482758620689655,0.06896551724137934
sample_000690,20,8,7,0.4,0.35,-0.050000000000000044
sample_000691,22,5,6,0.22727272727272727,0.2727272727272727,0.04545454545454544
sample_000692,45,14,18,0.3111111111111111,0.4,0.0888888888888889
sample_000693,44,15,20,0.3409090909090909,0.45454545454545453,0.11363636363636365
sample_000694,43,24,22,0.5581395348837209,0.5116279069767442,-0.046511627906976716
sample_000695,17,2,2,0.11764705882352941,0.11764705882352941,0.0
sample_000696,49,1,28,0.02040816326530612,0.5714285714285714,0.5510204081632653
sample_000697,34,11,1,0.3235294117647059,0.029411764705882353,-0.29411764705882354
sample_000698,61,29,38,0.47540983606557374,0.6229508196721312,0.14754098360655743
sample_000699,48,31,25,0.6458333333333334,0.5208333333333334,-0.125
sample_000700,52,22,24,0.4230769230769231,0.46153846153846156,0.03846153846153849
sample_000701,41,28,24,0.6829268292682927,0.5853658536585366,-0.09756097560975618
sample_000702,37,3,11,0.08108108108108109,0.2972972972972973,0.21621621621621623
sample_000703,33,9,7,0.2727272727272727,0.21212121212121213,-0.06060606060606058
sample_000704,37,16,9,0.43243243243243246,0.24324324324324326,-0.1891891891891892
sample_000705,37,21,16,0.5675675675675675,0.43243243243243246,-0.1351351351351351
sample_000706,30,5,12,0.16666666666666666,0.4,0.23333333333333336
sample_000707,39,5,20,0.1282051282051282,0.5128205128205128,0.3846153846153846
sample_000708,62,34,30,0.5483870967741935,0.4838709677419355,-0.06451612903225801
sample_000709,34,11,20,0.3235294117647059,0.5882352941176471,0.2647058823529412
sample_000710,35,2,22,0.05714285714285714,0.6285714285714286,0.5714285714285714
sample_000711,29,10,16,0.3448275862068966,0.5517241379310345,0.2068965517241379
sample_000712,19,1,5,0.05263157894736842,0.2631578947368421,0.21052631578947367
sample_000713,29,8,14,0.27586206896551724,0.4827586206896552,0.20689655172413796
sample_000714,15,1,2,0.06666666666666667,0.13333333333333333,0.06666666666666667
sample_000715,54,19,28,0.35185185185185186,0.5185185185185185,0.16666666666666663
sample_000716,45,22,26,0.4888888888888889,0.5777777777777777,0.08888888888888885
sample_000717,50,19,13,0.38,0.26,-0.12
sample_000718,17,1,2,0.058823529411764705,0.11764705882352941,0.058823529411764705
sample_000719,24,9,10,0.375,0.4166666666666667,0.041666666666666685
sample_000720,40,0,15,0.0,0.375,0.375
sample_000721,38,23,16,0.6052631578947368,0.42105263157894735,-0.1842105263157895
sample_000722,54,0,24,0.0,0.4444444444444444,0.4444444444444444
sample_000723,35,1,18,0.02857142857142857,0.5142857142857142,0.48571428571428565
sample_000724,32,15,14,0.46875,0.4375,-0.03125
sample_000725,41,14,19,0.34146341463414637,0.4634146341463415,0.12195121951219512
sample_000726,30,17,19,0.5666666666666667,0.6333333333333333,0.06666666666666665
sample_000727,21,6,2,0.2857142857142857,0.09523809523809523,-0.19047619047619047
sample_000728,15,1,1,0.06666666666666667,0.06666666666666667,0.0
sample_000729,44,23,16,0.5227272727272727,0.36363636363636365,-0.15909090909090906
sample_000730,28,2,10,0.07142857142857142,0.35714285714285715,0.2857142857142857
sample_000731,31,11,15,0.3548387096774194,0.4838709677419355,0.12903225806451613
sample_000732,30,16,12,0.5333333333333333,0.4,-0.1333333333333333
sample_000733,41,12,17,0.2926829268292683,0.4146341463414634,0.12195121951219512
sample_000734,39,10,5,0.2564102564102564,0.1282051282051282,-0.1282051282051282
sample_000735,75,27,48,0.36,0.64,0.28
sample_000736,60,33,32,0.55,0.5333333333333333,-0.01666666666666672
sample_000737,36,2,14,0.05555555555555555,0.3888888888888889,0.33333333333333337
sample_000738,16,7,9,0.4375,0.5625,0.125
sample_000739,37,15,17,0.40540540540540543,0.4594594594594595,0.05405405405405406
sample_000740,15,1,1,0.06666666666666667,0.06666666666666667,0.0
sample_000741,13,0,1,0.0,0.07692307692307693,0.07692307692307693
sample_000742,60,1,43,0.016666666666666666,0.7166666666666667,0.7
sample_000743,40,13,11,0.325,0.275,-0.04999999999999999
sample_000744,17,1,1,0.058823529411764705,0.058823529411764705,0.0
sample_000745,36,23,16,0.6388888888888888,0.4444444444444444,-0.19444444444444442
sample_000746,26,5,12,0.19230769230769232,0.46153846153846156,0.2692307692307693
sample_000747,11,0,1,0.0,0.09090909090909091,0.09090909090909091
sample_000748,23,9,12,0.391304347826087,0.5217391304347826,0.13043478260869562
sample_000749,22,5,4,0.22727272727272727,0.18181818181818182,-0.04545454545454544
sample_000750,31,2,11,0.06451612903225806,0.3548387096774194,0.2903225806451613
sample_000751,17,2,2,0.11764705882352941,0.11764705882352941,0.0
sample_000752,13,0,1,0.0,0.07692307692307693,0.07692307692307693
sample_000753,26,1,6,0.038461538461538464,0.23076923076923078,0.19230769230769232
sample_000754,11,1,1,0.09090909090909091,0.09090909090909091,0.0
sample_000755,51,16,21,0.3137254901960784,0.4117647058823529,0.0980392156862745
sample_000756,30,7,8,0.23333333333333334,0.26666666666666666,0.033333333333333326
sample_000757,36,18,10,0.5,0.2777777777777778,-0.2222222222222222
sample_000758,11,3,5,0.2727272727272727,0.45454545454545453,0.18181818181818182
sample_000759,27,4,9,0.14814814814814814,0.3333333333333333,0.18518518518518517
sample_000760,53,27,23,0.5094339622641509,0.4339622641509434,-0.07547169811320753
sample_000761,39,14,20,0.358974358974359,0.5128205128205128,0.1538461538461538
sample_000762,54,22,19,0.4074074074074074,0.35185185185185186,-0.055555555555555525
sample_000763,25,12,8,0.48,0.32,-0.15999999999999998
sample_000764,31,11,11,0.3548387096774194,0.3548387096774194,0.0
sample_000765,53,38,31,0.7169811320754716,0.5849056603773585,-0.13207547169811318
sample_000766,11,0,1,0.0,0.09090909090909091,0.09090909090909091
