sample_id,ref_kw,base_hits,trained_hits,cov_base,cov_trained,delta
sample_000767,13,1,1,0.07692307692307693,0.07692307692307693,0.0
sample_000768,29,14,14,0.4827586206896552,0.4827586206896552,0.0
sample_000769,45,21,9,0.4666666666666667,0.2,-0.26666666666666666
sample_000770,58,34,22,0.5862068965517241,0.3793103448275862,-0.2068965517241379
sample_000771,51,32,21,0.6274509803921569,0.4117647058823529,-0.21568627450980393
sample_000772,38,11,18,0.2894736842105263,0.47368421052631576,0.18421052631578944
sample_000773,25,11,11,0.44,0.44,0.0
sample_000774,17,1,1,0.058823529411764705,0.058823529411764705,0.0
sample_000775,15,0,1,0.0,0.06666666666666667,0.06666666666666667
sample_000776,44,12,24,0.2727272727272727,0.5454545454545454,0.2727272727272727
sample_000777,15,0,0,0.0,0.0,0.0
sample_000778,59,20,32,0.3389830508474576,0.5423728813559322,0.2033898305084746
sample_000779,29,7,9,0.2413793103448276,0.3103448275862069,0.06896551724137931
sample_000780,11,3,3,0.2727272727272727,0.2727272727272727,0.0
sample_000781,50,0,29,0.0,0.58,0.58
sample_000782,43,27,19,0.627906976744186,0.4418604651162791,-0.18604651162790697
sample_000783,18,4,5,0.2222222222222222,0.2777777777777778,0.05555555555555558
sample_000784,25,2,2,0.08,0.08,0.0
sample_000785,34,9,22,0.2647058823529412,0.6470588235294118,0.3823529411764706
sample_000786,34,15,20,0.4411764705882353,0.5882352941176471,0.1470588235294118
sample_000787,58,22,32,0.3793103448275862,0.5517241379310345,0.1724137931034483
sample_000788,20,3,4,0.15,0.2,0.05000000000000002
sample_000789,32,14,14,0.4375,0.4375,0.0
sample_000790,20,3,3,0.15,0.15,0.0
sample_000791,46,12,20,0.2608695652173913,0.43478260869565216,0.17391304347826086
sample_000792,34,14,7,0.4117647058823529,0.20588235294117646,-0.20588235294117646
sample_000793,50,11,23,0.22,0.46,0.24000000000000002
sample_000794,28,4,11,0.14285714285714285,0.39285714285714285,0.25
sample_000795,25,0,12,0.0,0.48,0.48
sample_000796,39,13,15,0.3333333333333333,0.38461538461538464,0.05128205128205132
sample_000797,36,15,6,0.4166666666666667,0.16666666666666666,-0.25
sample_000798,21,7,0,0.3333333333333333,0.0,-0.3333333333333333
sample_000799,17,0,0,0.0,0.0,0.0
sample_000800,11,3,3,0.2727272727272727,0.2727272727272727,0.0
sample_000801,35,6,21,0.17142857142857143,0.6,0.42857142857142855
sample_000802,19,5,5,0.2631578947368421,0.2631578947368421,0.0
sample_000803,11,3,3,0.2727272727272727,0.2727272727272727,0.0
sample_000804,49,29,30,0.5918367346938775,0.6122448979591837,0.020408163265306145
sample_000805,36,15,14,0.4166666666666667,0.3888888888888889,-0.02777777777777779
sample_000806,16,3,3,0.1875,0.1875,0.0
sample_000807,40,4,18,0.1,0.45,0.35
sample_000808,58,34,20,0.5862068965517241,0.3448275862068966,-0.2413793103448275
sample_000809,28,11,12,0.39285714285714285,0.42857142857142855,0.0357142857142857
sample_000810,16,3,5,0.1875,0.3125,0.125
sample_000811,30,13,15,0.43333333333333335,0.5,0.06666666666666665
sample_000812,39,16,18,0.41025641025641024,0.46153846153846156,0.05128205128205132
sample_000813,20,4,9,0.2,0.45,0.25
sample_000814,26,8,2,0.3076923076923077,0.07692307692307693,-0.23076923076923078
sample_000815,34,17,16,0.5,0.47058823529411764,-0.02941176470588236
sample_000816,65,27,33,0.4153846153846154,0.5076923076923077,0.09230769230769226
sample_000817,57,19,27,0.3333333333333333,0.47368421052631576,0.14035087719298245
sample_000818,34,19,15,0.5588235294117647,0.4411764705882353,-0.11764705882352944
sample_000819,32,14,12,0.4375,0.375,-0.0625
sample_000820,22,6,7,0.2727272727272727,0.3181818181818182,0.04545454545454547
sample_000821,39,8,17,0.20512820512820512,0.4358974358974359,0.23076923076923078
sample_000822,51,17,27,0.3333333333333333,0.5294117647058824,0.19607843137254904
sample_000823,38,3,14,0.07894736842105263,0.3684210526315789,0.2894736842105263
sample_000824,11,3,3,0.2727272727272727,0.2727272727272727,0.0
sample_000825,11,0,1,0.0,0.09090909090909091,0.09090909090909091
sample_000826,44,29,22,0.6590909090909091,0.5,-0.15909090909090906
sample_000827,32,7,8,0.21875,0.25,0.03125
sample_000828,29,12,12,0.41379310344827586,0.41379310344827586,0.0
sample_000829,11,0,0,0.0,0.0,0.0
sample_000830,31,10,16,0.3225806451612903,0.5161290322580645,0.1935483870967742
sample_000831,11,3,3,0.2727272727272727,0.2727272727272727,0.0
sample_000832,43,13,14,0.3023255813953488,0.32558139534883723,0.023255813953488413
sample_000833,30,12,11,0.4,0.36666666666666664,-0.03333333333333338
sample_000834,38,20,22,0.5263157894736842,0.5789473684210527,0.052631578947368474
sample_000835,35,4,12,0.11428571428571428,0.34285714285714286,0.2285714285714286
sample_000836,17,0,0,0.0,0.0,0.0
sample_000837,32,13,12,0.40625,0.375,-0.03125
sample_000838,34,9,0,0.2647058823529412,0.0,-0.2647058823529412
sample_000839,25,6,11,0.24,0.44,0.2
sample_000840,55,21,25,0.38181818181818183,0.45454545454545453,0.0727272727272727
sample_000841,34,12,15,0.35294117647058826,0.4411764705882353,0.08823529411764702
sample_000842,28,13,12,0.4642857142857143,0.42857142857142855,-0.035714285714285754
sample_000843,43,20,27,0.46511627906976744,0.627906976744186,0.16279069767441862
sample_000844,21,6,5,0.2857142857142857,0.23809523809523808,-0.047619047619047616
sample_000845,34,13,14,0.38235294117647056,0.4117647058823529,0.02941176470588236
sample_000846,32,13,11,0.40625,0.34375,-0.0625
sample_000847,31,8,9,0.25806451612903225,0.2903225806451613,0.03225806451612906
sample_000848,41,12,25,0.2926829268292683,0.6097560975609756,0.3170731707317073
sample_000849,15,1,1,0.06666666666666667,0.06666666666666667,0.0
sample_000850,22,9,7,0.4090909090909091,0.3181818181818182,-0.09090909090909094
sample_000851,13,1,1,0.07692307692307693,0.07692307692307693,0.0
sample_000852,11,0,0,0.0,0.0,0.0
sample_000853,17,1,1,0.058823529411764705,0.058823529411764705,0.0
sample_000854,15,1,1,0.06666666666666667,0.06666666666666667,0.0
sample_000855,13,0,1,0.0,0.07692307692307693,0.07692307692307693
sample_000856,63,22,38,0.3492063492063492,0.6031746031746031,0.25396825396825395
sample_000857,27,8,10,0.2962962962962963,0.37037037037037035,0.07407407407407407
sample_000858,11,0,0,0.0,0.0,0.0
sample_000859,67,42,22,0.6268656716417911,0.3283582089552239,-0.2985074626865672
sample_000860,56,33,29,0.5892857142857143,0.5178571428571429,-0.0714285714285714
sample_000861,11,0,0,0.0,0.0,0.0
sample_000862,26,13,10,0.5,0.38461538461538464,-0.11538461538461536
sample_000863,44,15,20,0.3409090909090909,0.45454545454545453,0.11363636363636365
sample_000864,26,5,8,0.19230769230769232,0.3076923076923077,0.11538461538461539
sample_000865,42,11,9,0.2619047619047619,0.21428571428571427,-0.047619047619047644
sample_000866,38,7,9,0.18421052631578946,0.23684210526315788,0.05263157894736842
sample_000867,18,2,2,0.1111111111111111,0.1111111111111111,0.0
sample_000868,37,13,11,0.35135135135135137,0.2972972972972973,-0.05405405405405406
sample_000869,15,1,1,0.06666666666666667,0.06666666666666667,0.0
sample_000870,35,19,17,0.5428571428571428,0.4857142857142857,-0.057142857142857106
sample_000871,44,13,4,0.29545454545454547,0.09090909090909091,-0.20454545454545456
sample_000872,33,4,7,0.12121212121212122,0.21212121212121213,0.09090909090909091
sample_000873,15,0,0,0.0,0.0,0.0
sample_000874,36,13,14,0.3611111111111111,0.3888888888888889,0.02777777777777779
sample_000875,47,18,26,0.3829787234042553,0.5531914893617021,0.17021276595744683
sample_000876,15,0,0,0.0,0.0,0.0
sample_000877,31,5,11,0.16129032258064516,0.3548387096774194,0.19354838709677422
sample_000878,16,1,4,0.0625,0.25,0.1875
sample_000879,40,12,16,0.3,0.4,0.10000000000000003
sample_000880,24,7,8,0.2916666666666667,0.3333333333333333,0.04166666666666663
sample_000881,13,1,1,0.07692307692307693,0.07692307692307693,0.0
sample_000882,11,1,2,0.09090909090909091,0.18181818181818182,0.09090909090909091
sample_000883,32,14,19,0.4375,0.59375,0.15625
sample_000884,24,1,11,0.041666666666666664,0.4583333333333333,0.41666666666666663
sample_000885,50,25,25,0.5,0.5,0.0
sample_000886,28,7,11,0.25,0.39285714285714285,0.14285714285714285
sample_000887,61,4,37,0.06557377049180328,0.6065573770491803,0.5409836065573771
sample_000888,23,3,7,0.13043478260869565,0.30434782608695654,0.1739130434782609
sample_000889,11,0,0,0.0,0.0,0.0
sample_000890,11,3,4,0.2727272727272727,0.36363636363636365,0.09090909090909094
sample_000891,25,6,18,0.24,0.72,0.48
sample_000892,48,25,30,0.5208333333333334,0.625,0.10416666666666663
sample_000893,11,0,0,0.0,0.0,0.0
sample_000894,23,1,6,0.043478260869565216,0.2608695652173913,0.21739130434782608
sample_000895,44,25,24,0.5681818181818182,0.5454545454545454,-0.022727272727272818
sample_000896,40,16,19,0.4,0.475,0.07499999999999996
sample_000897,37,3,17,0.08108108108108109,0.4594594594594595,0.3783783783783784
sample_000898,31,14,18,0.45161290322580644,0.5806451612903226,0.12903225806451618
sample_000899,45,0,28,0.0,0.6222222222222222,0.6222222222222222
sample_000900,37,19,15,0.5135135135135135,0.40540540540540543,-0.10810810810810806
sample_000901,32,13,10,0.40625,0.3125,-0.09375
sample_000902,32,16,10,0.5,0.3125,-0.1875
sample_000903,30,9,10,0.3,0.3333333333333333,0.033333333333333326
sample_000904,24,8,1,0.3333333333333333,0.041666666666666664,-0.29166666666666663
sample_000905,17,1,1,0.058823529411764705,0.058823529411764705,0.0
sample_000906,11,0,0,0.0,0.0,0.0
sample_000907,34,11,14,0.3235294117647059,0.4117647058823529,0.08823529411764702
sample_000908,15,1,1,0.06666666666666667,0.06666666666666667,0.0
sample_000909,38,14,12,0.3684210526315789,0.3157894736842105,-0.05263157894736842
sample_000910,46,27,24,0.5869565217391305,0.5217391304347826,-0.0652173913043479
sample_000911,44,1,18,0.022727272727272728,0.4090909090909091,0.3863636363636364
sample_000912,11,0,0,0.0,0.0,0.0
sample_000913,22,3,4,0.13636363636363635,0.18181818181818182,0.04545454545454547
sample_000914,53,36,32,0.6792452830188679,0.6037735849056604,-0.07547169811320753
sample_000915,11,1,1,0.09090909090909091,0.09090909090909091,0.0
sample_000916,51,5,33,0.09803921568627451,0.6470588235294118,0.5490196078431373
sample_000917,58,28,37,0.4827586206896552,0.6379310344827587,0.15517241379310348
sample_000918,11,0,0,0.0,0.0,0.0
sample_000919,11,0,0,0.0,0.0,0.0
sample_000920,75,30,40,0.4,0.5333333333333333,0.1333333333333333
sample_000921,30,1,8,0.03333333333333333,0.26666666666666666,0.23333333333333334
sample_000922,24,6,5,0.25,0.20833333333333334,-0.04166666666666666
sample_000923,53,4,27,0.07547169811320754,0.5094339622641509,0.4339622641509434
sample_000924,37,21,21,0.5675675675675675,0.5675675675675675,0.0
sample_000925,58,25,35,0.43103448275862066,0.603448275862069,0.1724137931034483
sample_000926,21,10,11,0.47619047619047616,0.5238095238095238,0.04761904761904767
sample_000927,53,22,23,0.41509433962264153,0.4339622641509434,0.018867924528301883
sample_000928,30,15,8,0.5,0.26666666666666666,-0.23333333333333334
sample_000929,23,8,7,0.34782608695652173,0.30434782608695654,-0.04347826086956519
sample_000930,11,1,1,0.09090909090909091,0.09090909090909091,0.0
sample_000931,36,17,15,0.4722222222222222,0.4166666666666667,-0.055555555555555525
sample_000932,17,0,0,0.0,0.0,0.0
sample_000933,50,27,27,0.54,0.54,0.0
sample_000934,43,28,23,0.6511627906976745,0.5348837209302325,-0.11627906976744196
sample_000935,68,32,29,0.47058823529411764,0.4264705882352941,-0.04411764705882354
sample_000936,15,1,1,0.06666666666666667,0.06666666666666667,0.0
sample_000937,46,15,18,0.32608695652173914,0.391304347826087,0.06521739130434784
sample_000938,28,9,13,0.32142857142857145,0.4642857142857143,0.14285714285714285
sample_000939,33,12,20,0.36363636363636365,0.6060606060606061,0.24242424242424243
sample_000940,45,19,22,0.4222222222222222,0.4888888888888889,0.06666666666666665
sample_000941,15,1,1,0.06666666666666667,0.06666666666666667,0.0
sample_000942,45,20,11,0.4444444444444444,0.24444444444444444,-0.19999999999999998
sample_000943,38,17,13,0.4473684210526316,0.34210526315789475,-0.10526315789473684
sample_000944,28,11,9,0.39285714285714285,0.32142857142857145,-0.0714285714285714
sample_000945,19,4,6,0.21052631578947367,0.3157894736842105,0.10526315789473684
sample_000946,11,1,1,0.09090909090909091,0.09090909090909091,0.0
sample_000947,43,24,17,0.5581395348837209,0.3953488372093023,-0.16279069767441862
sample_000948,37,16,13,0.43243243243243246,0.35135135135135137,-0.08108108108108109
sample_000949,23,4,6,0.17391304347826086,0.2608695652173913,0.08695652173913043
sample_000950,35,12,18,0.34285714285714286,0.5142857142857142,0.17142857142857137
sample_000951,66,41,36,0.6212121212121212,0.5454545454545454,-0.0757575757575758
sample_000952,32,16,18,0.5,0.5625,0.0625
sample_000953,11,0,0,0.0,0.0,0.0
sample_000954,11,0,1,0.0,0.09090909090909091,0.09090909090909091
sample_000955,29,13,15,0.4482758620689655,0.5172413793103449,0.06896551724137934
sample_000956,34,14,6,0.4117647058823529,0.17647058823529413,-0.2352941176470588
sample_000957,22,3,6,0.13636363636363635,0.2727272727272727,0.13636363636363635
sample_000958,43,22,24,0.5116279069767442,0.5581395348837209,0.046511627906976716
sample_000959,39,21,17,0.5384615384615384,0.4358974358974359,-0.10256410256410253
sample_000960,70,33,47,0.4714285714285714,0.6714285714285714,0.19999999999999996
sample_000961,43,22,24,0.5116279069767442,0.5581395348837209,0.046511627906976716
sample_000962,50,28,4,0.56,0.08,-0.48000000000000004
sample_000963,33,1,17,0.030303030303030304,0.5151515151515151,0.48484848484848486
sample_000964,48,14,24,0.2916666666666667,0.5,0.20833333333333331
sample_000965,30,11,14,0.36666666666666664,0.4666666666666667,0.10000000000000003
sample_000966,21,12,13,0.5714285714285714,0.6190476190476191,0.04761904761904767
sample_000967,42,20,28,0.47619047619047616,0.6666666666666666,0.19047619047619047
sample_000968,11,1,2,0.09090909090909091,0.18181818181818182,0.09090909090909091
sample_000969,13,0,0,0.0,0.0,0.0
sample_000970,36,15,16,0.4166666666666667,0.4444444444444444,0.027777777777777735
sample_000971,36,12,11,0.3333333333333333,0.3055555555555556,-0.027777777777777735
sample_000972,26,6,8,0.23076923076923078,0.3076923076923077,0.07692307692307693
sample_000973,21,8,9,0.38095238095238093,0.42857142857142855,0.047619047619047616
sample_000974,50,21,19,0.42,0.38,-0.03999999999999998
sample_000975,54,24,31,0.4444444444444444,0.5740740740740741,0.12962962962962965
sample_000976,45,0,20,0.0,0.4444444444444444,0.4444444444444444
sample_000977,13,1,1,0.07692307692307693,0.07692307692307693,0.0
sample_000978,36,13,21,0.3611111111111111,0.5833333333333334,0.22222222222222227
sample_000979,35,16,15,0.45714285714285713,0.42857142857142855,-0.02857142857142858
sample_000980,31,13,13,0.41935483870967744,0.41935483870967744,0.0
sample_000981,35,16,17,0.45714285714285713,0.4857142857142857,0.02857142857142858
sample_000982,46,22,25,0.4782608695652174,0.5434782608695652,0.06521739130434778
sample_000983,11,3,4,0.2727272727272727,0.36363636363636365,0.09090909090909094
sample_000984,36,1,14,0.027777777777777776,0.3888888888888889,0.3611111111111111
sample_000985,51,30,29,0.5882352941176471,0.5686274509803921,-0.019607843137254943
sample_000986,39,17,24,0.4358974358974359,0.6153846153846154,0.17948717948717952
sample_000987,11,0,0,0.0,0.0,0.0
sample_000988,42,18,7,0.42857142857142855,0.16666666666666666,-0.26190476190476186
sample_000989,38,20,13,0.5263157894736842,0.34210526315789475,-0.18421052631578944
sample_000990,18,6,4,0.3333333333333333,0.2222222222222222,-0.1111111111111111
sample_000991,40,18,15,0.45,0.375,-0.07500000000000001
sample_000992,42,21,19,0.5,0.4523809523809524,-0.047619047619047616
sample_000993,22,6,5,0.2727272727272727,0.22727272727272727,-0.04545454545454544
sample_000994,13,3,3,0.23076923076923078,0.23076923076923078,0.0
sample_000995,15,3,5,0.2,0.3333333333333333,0.1333333333333333
sample_000996,63,29,27,0.4603174603174603,0.42857142857142855,-0.031746031746031744
sample_000997,44,20,21,0.45454545454545453,0.4772727272727273,0.022727272727272763
sample_000998,43,17,16,0.3953488372093023,0.37209302325581395,-0.023255813953488358
sample_000999,41,21,12,0.5121951219512195,0.2926829268292683,-0.21951219512195125
sample_001000,21,1,4,0.047619047619047616,0.19047619047619047,0.14285714285714285
sample_001001,29,12,9,0.41379310344827586,0.3103448275862069,-0.10344827586206895
sample_001002,33,11,11,0.3333333333333333,0.3333333333333333,0.0
sample_001003,54,33,17,0.6111111111111112,0.3148148148148148,-0.29629629629629634
sample_001004,26,9,4,0.34615384615384615,0.15384615384615385,-0.1923076923076923
sample_001005,51,17,25,0.3333333333333333,0.49019607843137253,0.1568627450980392
sample_001006,61,32,24,0.5245901639344263,0.39344262295081966,-0.1311475409836066
sample_001007,18,5,7,0.2777777777777778,0.3888888888888889,0.1111111111111111
sample_001008,44,20,26,0.45454545454545453,0.5909090909090909,0.1363636363636364
sample_001009,23,6,9,0.2608695652173913,0.391304347826087,0.13043478260869568
sample_001010,22,8,8,0.36363636363636365,0.36363636363636365,0.0
sample_001011,19,2,2,0.10526315789473684,0.10526315789473684,0.0
sample_001012,70,3,34,0.04285714285714286,0.4857142857142857,0.44285714285714284
sample_001013,28,14,15,0.5,0.5357142857142857,0.0357142857142857
sample_001014,24,9,9,0.375,0.375,0.0
sample_001015,20,4,5,0.2,0.25,0.04999999999999999
sample_001016,11,0,0,0.0,0.0,0.0
sample_001017,26,7,9,0.2692307692307692,0.34615384615384615,0.07692307692307693
sample_001018,11,0,0,0.0,0.0,0.0
sample_001019,31,10,12,0.3225806451612903,0.3870967741935484,0.06451612903225806
sample_001020,11,0,0,0.0,0.0,0.0
sample_001021,29,2,14,0.06896551724137931,0.4827586206896552,0.4137931034482759
sample_001022,42,21,12,0.5,0.2857142857142857,-0.2142857142857143
sample_001023,43,22,21,0.5116279069767442,0.4883720930232558,-0.023255813953488413
sample_001024,37,16,18,0.43243243243243246,0.4864864864864865,0.05405405405405406
sample_001025,15,4,4,0.26666666666666666,0.26666666666666666,0.0
sample_001026,11,1,1,0.09090909090909091,0.09090909090909091,0.0
sample_001027,39,17,20,0.4358974358974359,0.5128205128205128,0.07692307692307687
sample_001028,32,8,12,0.25,0.375,0.125
sample_001029,31,6,18,0.1935483870967742,0.5806451612903226,0.38709677419354843
sample_001030,38,19,21,0.5,0.5526315789473685,0.052631578947368474
sample_001031,34,18,11,0.5294117647058824,0.3235294117647059,-0.20588235294117646
sample_001032,15,1,2,0.06666666666666667,0.13333333333333333,0.06666666666666667
sample_001033,11,1,2,0.09090909090909091,0.18181818181818182,0.09090909090909091
sample_001034,71,2,8,0.028169014084507043,0.11267605633802817,0.08450704225352113
sample_001035,58,20,21,0.3448275862068966,0.3620689655172414,0.017241379310344807
sample_001036,26,5,7,0.19230769230769232,0.2692307692307692,0.0769230769230769
sample_001037,17,0,0,0.0,0.0,0.0
sample_001038,38,17,18,0.4473684210526316,0.47368421052631576,0.02631578947368418
sample_001039,59,30,26,0.5084745762711864,0.4406779661016949,-0.06779661016949151
sample_001040,17,1,2,0.058823529411764705,0.11764705882352941,0.058823529411764705
sample_001041,15,1,2,0.06666666666666667,0.13333333333333333,0.06666666666666667
sample_001042,17,3,3,0.17647058823529413,0.17647058823529413,0.0
sample_001043,33,17,11,0.5151515151515151,0.3333333333333333,-0.18181818181818182
sample_001044,11,0,0,0.0,0.0,0.0
sample_001045,24,4,0,0.16666666666666666,0.0,-0.16666666666666666
sample_001046,43,26,11,0.6046511627906976,0.2558139534883721,-0.34883720930232553
sample_001047,52,18,24,0.34615384615384615,0.46153846153846156,0.11538461538461542
sample_001048,13,3,3,0.23076923076923078,0.23076923076923078,0.0
sample_001049,51,1,28,0.0196078431372549,0.5490196078431373,0.5294117647058824
sample_001050,67,36,30,0.5373134328358209,0.44776119402985076,-0.08955223880597013
sample_001051,41,2,11,0.04878048780487805,0.2682926829268293,0.21951219512195125
sample_001052,62,26,34,0.41935483870967744,0.5483870967741935,0.12903225806451607
sample_001053,52,2,30,0.038461538461538464,0.5769230769230769,0.5384615384615384
sample_001054,57,25,28,0.43859649122807015,0.49122807017543857,0.05263157894736842
sample_001055,48,19,23,0.3958333333333333,0.4791666666666667,0.08333333333333337
sample_001056,54,6,18,0.1111111111111111,0.3333333333333333,0.2222222222222222
sample_001057,24,4,7,0.16666666666666666,0.2916666666666667,0.12500000000000003
sample_001058,27,4,11,0.14814814814814814,0.4074074074074074,0.25925925925925924
sample_001059,34,16,19,0.47058823529411764,0.5588235294117647,0.08823529411764708
sample_001060,45,19,22,0.4222222222222222,0.4888888888888889,0.06666666666666665
sample_001061,30,9,11,0.3,0.36666666666666664,0.06666666666666665
sample_001062,42,24,30,0.5714285714285714,0.7142857142857143,0.1428571428571429
sample_001063,15,1,2,0.06666666666666667,0.13333333333333333,0.06666666666666667
sample_001064,34,11,14,0.3235294117647059,0.4117647058823529,0.08823529411764702
sample_001065,17,1,2,0.058823529411764705,0.11764705882352941,0.058823529411764705
sample_001066,29,9,18,0.3103448275862069,0.6206896551724138,0.3103448275862069
sample_001067,46,17,11,0.3695652173913043,0.2391304347826087,-0.13043478260869562
sample_001068,35,11,8,0.3142857142857143,0.22857142857142856,-0.08571428571428572
sample_001069,40,20,21,0.5,0.525,0.025000000000000022
sample_001070,11,0,0,0.0,0.0,0.0
sample_001071,21,6,4,0.2857142857142857,0.19047619047619047,-0.09523809523809523
sample_001072,53,1,29,0.018867924528301886,0.5471698113207547,0.5283018867924528
sample_001073,28,1,9,0.03571428571428571,0.32142857142857145,0.28571428571428575
sample_001074,25,10,11,0.4,0.44,0.03999999999999998
sample_001075,55,33,34,0.6,0.6181818181818182,0.018181818181818188
sample_001076,13,1,2,0.07692307692307693,0.15384615384615385,0.07692307692307693
sample_001077,28,13,15,0.4642857142857143,0.5357142857142857,0.0714285714285714
sample_001078,21,3,6,0.14285714285714285,0.2857142857142857,0.14285714285714285
sample_001079,11,1,1,0.09090909090909091,0.09090909090909091,0.0
sample_001080,40,3,22,0.075,0.55,0.47500000000000003
sample_001081,48,17,29,0.3541666666666667,0.6041666666666666,0.24999999999999994
sample_001082,11,0,1,0.0,0.09090909090909091,0.09090909090909091
sample_001083,33,15,17,0.45454545454545453,0.5151515151515151,0.06060606060606061
sample_001084,49,24,27,0.4897959183673469,0.5510204081632653,0.061224489795918324
sample_001085,33,12,1,0.36363636363636365,0.030303030303030304,-0.33333333333333337
sample_001086,49,5,19,0.10204081632653061,0.3877551020408163,0.2857142857142857
sample_001087,13,1,1,0.07692307692307693,0.07692307692307693,0.0
sample_001088,29,12,11,0.41379310344827586,0.3793103448275862,-0.03448275862068967
sample_001089,13,0,0,0.0,0.0,0.0
sample_001090,17,2,2,0.11764705882352941,0.11764705882352941,0.0
sample_001091,26,10,12,0.38461538461538464,0.46153846153846156,0.07692307692307693
sample_001092,55,24,19,0.43636363636363634,0.34545454545454546,-0.09090909090909088
sample_001093,57,23,43,0.40350877192982454,0.7543859649122807,0.3508771929824562
sample_001094,29,9,13,0.3103448275862069,0.4482758620689655,0.13793103448275862
sample_001095,29,3,7,0.10344827586206896,0.2413793103448276,0.13793103448275862
sample_001096,34,7,7,0.20588235294117646,0.20588235294117646,0.0
sample_001097,16,2,2,0.125,0.125,0.0
sample_001098,35,10,18,0.2857142857142857,0.5142857142857142,0.22857142857142854
sample_001099,17,1,2,0.058823529411764705,0.11764705882352941,0.058823529411764705
sample_001100,17,0,5,0.0,0.29411764705882354,0.29411764705882354
sample_001101,36,9,17,0.25,0.4722222222222222,0.2222222222222222
sample_001102,42,23,24,0.5476190476190477,0.5714285714285714,0.023809523809523725
sample_001103,17,3,2,0.17647058823529413,0.11764705882352941,-0.05882352941176472
sample_001104,33,12,16,0.36363636363636365,0.48484848484848486,0.12121212121212122
sample_001105,65,30,34,0.46153846153846156,0.5230769230769231,0.06153846153846154
sample_001106,42,11,21,0.2619047619047619,0.5,0.23809523809523808
sample_001107,45,27,23,0.6,0.5111111111111111,-0.0888888888888889
sample_001108,66,18,33,0.2727272727272727,0.5,0.2272727272727273
sample_001109,33,13,4,0.3939393939393939,0.12121212121212122,-0.2727272727272727
sample_001110,27,11,16,0.4074074074074074,0.5925925925925926,0.18518518518518517
sample_001111,17,1,1,0.058823529411764705,0.058823529411764705,0.0
sample_001112,40,21,23,0.525,0.575,0.04999999999999993
sample_001113,36,16,18,0.4444444444444444,0.5,0.05555555555555558
sample_001114,41,11,28,0.2682926829268293,0.6829268292682927,0.41463414634146345
sample_001115,32,17,18,0.53125,0.5625,0.03125
sample_001116,32,12,13,0.375,0.40625,0.03125
sample_001117,43,10,19,0.23255813953488372,0.4418604651162791,0.20930232558139536
sample_001118,29,0,11,0.0,0.3793103448275862,0.3793103448275862
sample_001119,48,23,27,0.4791666666666667,0.5625,0.08333333333333331
sample_001120,64,31,28,0.484375,0.4375,-0.046875
sample_001121,29,5,11,0.1724137931034483,0.3793103448275862,0.2068965517241379
sample_001122,34,2,15,0.058823529411764705,0.4411764705882353,0.38235294117647056
sample_001123,30,16,11,0.5333333333333333,0.36666666666666664,-0.16666666666666669
sample_001124,39,2,13,0.05128205128205128,0.3333333333333333,0.28205128205128205
sample_001125,31,9,13,0.2903225806451613,0.41935483870967744,0.12903225806451613
sample_001126,11,0,2,0.0,0.18181818181818182,0.18181818181818182
sample_001127,34,16,21,0.47058823529411764,0.6176470588235294,0.1470588235294118
sample_001128,39,11,15,0.28205128205128205,0.38461538461538464,0.10256410256410259
sample_001129,46,21,21,0.45652173913043476,0.45652173913043476,0.0
sample_001130,19,6,7,0.3157894736842105,0.3684210526315789,0.05263157894736842
sample_001131,43,1,18,0.023255813953488372,0.4186046511627907,0.39534883720930236
sample_001132,43,16,17,0.37209302325581395,0.3953488372093023,0.023255813953488358
sample_001133,37,2,15,0.05405405405405406,0.40540540540540543,0.35135135135135137
sample_001134,28,7,10,0.25,0.35714285714285715,0.10714285714285715
sample_001135,29,7,9,0.2413793103448276,0.3103448275862069,0.06896551724137931
sample_001136,60,32,34,0.5333333333333333,0.5666666666666667,0.033333333333333326
sample_001137,28,11,10,0.39285714285714285,0.35714285714285715,-0.0357142857142857
sample_001138,40,16,19,0.4,0.475,0.07499999999999996
sample_001139,71,36,49,0.5070422535211268,0.6901408450704225,0.18309859154929575
sample_001140,59,1,38,0.01694915254237288,0.6440677966101694,0.6271186440677966
sample_001141,20,7,9,0.35,0.45,0.10000000000000003
sample_001142,64,30,40,0.46875,0.625,0.15625
sample_001143,42,16,18,0.38095238095238093,0.42857142857142855,0.047619047619047616
sample_001144,49,20,21,0.40816326530612246,0.42857142857142855,0.02040816326530609
sample_001145,44,19,23,0.4318181818181818,0.5227272727272727,0.09090909090909088
sample_001146,68,32,31,0.47058823529411764,0.45588235294117646,-0.01470588235294118
sample_001147,27,12,9,0.4444444444444444,0.3333333333333333,-0.1111111111111111
sample_001148,49,27,11,0.5510204081632653,0.22448979591836735,-0.3265306122448979
sample_001149,17,0,0,0.0,0.0,0.0
sample_001150,11,0,0,0.0,0.0,0.0
sample_001151,64,27,40,0.421875,0.625,0.203125
sample_001152,21,0,8,0.0,0.38095238095238093,0.38095238095238093
sample_001153,52,19,12,0.36538461538461536,0.23076923076923078,-0.13461538461538458
sample_001154,17,1,1,0.058823529411764705,0.058823529411764705,0.0
sample_001155,55,1,19,0.01818181818181818,0.34545454545454546,0.32727272727272727
sample_001156,39,13,12,0.3333333333333333,0.3076923076923077,-0.025641025641025605
sample_001157,37,16,14,0.43243243243243246,0.3783783783783784,-0.05405405405405406
sample_001158,38,16,21,0.42105263157894735,0.5526315789473685,0.13157894736842113
